"~start_node_id","~start_node_labels","~start_node_property_name","~relationship_type","~end_node_id","~end_node_labels","~end_node_property_published_year","~end_node_property_isbn13","~end_node_property_description","~end_node_property_average_rating","~end_node_property_title","~start_node_property_published_year","~start_node_property_isbn13","~start_node_property_description","~start_node_property_average_rating","~start_node_property_title","~end_node_property_name"
"187","Author","Philip Roth","WROTE","339","Book",1991,"9780099801900","A famous writer and his mistress meet in a room without a bed. They talk, they play games with each other, they have sex, they tell lies. This work since 'Complaint', explores adultery and the unmasking of illicit lovers in a novel that exposes the tenderness and uncertainty underlying all affairs of the heart.",3.34,"Deception",,,,,,
"187","Author","Philip Roth","WROTE","2962","Book",1999,"9780375707216","Ira Ringold, a ditchdigger from Newark, rises to prominence in the 1940s as a radio star and is betrayed by his new wife, silent film star Eve Frame, who reveals his Communist connections during the McCarthy witch hunts of the early 1950s",3.8,"I Married a Communist",,,,,,
"187","Author","Philip Roth","WROTE","6033","Book",1973,"9780679749066","A baseball farce in which Philip Roth casts an unlikely group of men as the country's baseball heroes.",3.64,"The Great American Novel",,,,,,
"187","Author","Philip Roth","WROTE","6041","Book",1995,"9780679759256","In this funny and chilling novel, the setting is a small town in the 1940s Midwest, and the subject is the heart of a wounded and ferociously moralistic young woman, one of those implacable American moralists whose 'goodness' is a terrible disease. When she was still a child, Lucy Nelson had her alcoholic failure of a father thrown in jail. Ever since then she has been trying to reform the men around her, even if that ultimately means destroying herself in the process. With his unerring portraits of Lucy and her hapless, childlike husband, Roy, Roth has created an uncompromising work of fictional realism, a vision of provincial American piety, yearning, and discontent that is at once pitiless and compassionate.",3.53,"When She was Good",,,,,,
"187","Author","Philip Roth","WROTE","6057","Book",1997,"9780679764175","Newly discharged from the Korean War, Gabe Wallach struggles to live seriously and act generously. The reader will find acclaimed author Philip Roth's fictional study of 1950's American morals and social mores far different from those of today. TIME calls Roth 'The uncontested master of comic irony'.",3.69,"Letting Go",,,,,,
"187","Author","Philip Roth","WROTE","8908","Book",2005,"9781400079490","In a novel of alternative history, aviation hero Charles A. Lindbergh defeats Franklin Roosevelt in the 1940 presidential election, negotiating an accord with Adolf Hitler and accepting his conquest of Europe and anti-Semitic policies.",3.75,"The Plot Against America",,,,,,
"190","Author","Terry Brooks","WROTE","189","Book",2000,"9780099409960","A long time ago in a galaxy far, far away, an evil legacy long believed dead is stirring. Now the dark side of the Force threatens to overwhelm the light, and only an ancient Jedi prophecy stands between hope and doom for the entire galaxy. On the green, unspoiled world of Naboo, Jedi Master Qui-Gon Jinn and his apprentice, Obi-Wan Kenobi, arrive to protect the realm's young queen as she seeks a diplomatic solution to end the siege of her planet by Trade Federation warships. At the same time, on desert-swept Tatooine, a slave boy named Anakin Skywalker, who possesses a strange ability for understanding the 'rightness' of things, toils by day and dreams by night--of becoming a Jedi Knight and finding a way to win freedom for himself and his beloved mother. It will be the unexpected meeting of Jedi, Queen, and a gifted boy that will mark the start of a drama that will become legend.",3.56,"The Phantom Menace",,,,,,
"190","Author","Terry Brooks","WROTE","2487","Book",1997,"9780345396532","Banished from Paranor because of his study of forbidden arcane arts, the Druid Bremen discovers that Brona, the evil Warlock Lord, and his dark forces are once again on the move, destroying everything in their path, and only a powerful weapon wielded by a united Four Lands can stop them. Reissue.",3.96,"First King of Shannara",,,,,,
"190","Author","Terry Brooks","WROTE","2488","Book",2001,"9780345396556","The discovery of a body pairs the last of the Druids, Walker Bob, with the magical Isle Witch, a beautiful and enigmatic young woman who wields a powerful magic, on an epic voyage aboard the Jerle Shannara to solve a mystery. Reprint.",3.96,"Ilse Witch",,,,,,
"190","Author","Terry Brooks","WROTE","2541","Book",2000,"9780345435255","John Ross continues his battle with the demonic forces of the Void as Hopewell, Illinois, once again becomes the scene of an epic showdown, while Ross races against time to protect a rare gypsy morph from the legions of darkness. Reissue.",4.1,"Angel Fire East",,,,,,
"190","Author","Terry Brooks","WROTE","2543","Book",2003,"9780345435750","Shocking revelations challenge the beliefs of the Druids and their comrades as they continue to battle the unspeakable forces of darkness that threaten to engulf them.",3.97,"Morgawr",,,,,,
"190","Author","Terry Brooks","WROTE","2544","Book",2005,"9780345435774","With Grianne Ohmsford, the rightful High Druid of Shannara, imprisoned in the Forbidding by Dark Magic, her enemies seize control of the Druid Council and embark on a war against the Free-born, as Grianne's young nephew, Pen Ohmsford, sets out on a desperate quest to find the mystical Tanequil, a sentient tree whose magic could free Grianne. Reprint. 100,000 first printing.",3.98,"Tanequil",,,,,,
"190","Author","Terry Brooks","WROTE","2619","Book",2003,"9780345465542","Collects the four novels of the 'Heritage of Shannara' series--'The Scions of Shannara,' 'The Druid of Shannara,' 'The Elf Queen of Shannara,' and 'The Talisman of Shannara'--into a single volume.",4.28,"The Heritage of Shannara",,,,,,
"190","Author","Terry Brooks","WROTE","2671","Book",2005,"9780345483898","Twenty years after Grianne Ohmsford abandoned her life as the evil Ilse Witch to lead the Druid Council protecting the Four Lands, she disappears, and it is up to her nephew Pen and his comrades to go to her rescue.",3.97,"Jarka Ruus",,,,,,
"190","Author","Terry Brooks","WROTE","2673","Book",2007,"9780345484109","In a futuristic world in which civilization is near total collapse, evil forces control the ruins of the former United States, killing and enslaving the survivors, until Logan Tom embarks on a mission to find a child who bears a powerful magic that couldsave the world.",4.1,"Armageddon's Children",,,,,,
"190","Author","Terry Brooks","WROTE","2691","Book",2006,"9780345492869","Chronicles the adventures of the heroes of the Four Lands as they match wits with the mysterious and deadly Ilse Witch and her minions in an epic confrontation between the forces of good and evil.",4.26,"The Voyage of the Jerle Shannara Trilogy",,,,,,
"190","Author","Terry Brooks","WROTE","9101","Book",2004,"9781416502043","When the body of a half-drowned elf is found floating in the seas of the Blue Divide, an old mystery resurfaces. Thirty years ago, an expedition in search of a legendary, ancient magic set out. But none who went ever returned. Until now. For the rescued elf carries a map covered with mysterious symbols only one man can decipher. That man is Walker Boh, the last of the Druids. But one other person understands the map's significance - the Ilse Witch, a beautiful but twisted young woman, who wields a magic as potent as Walker's own. She will stop at nothing to possess the map - and the magic it leads to. To stop her, Walker must find the magic first. And thus begins the voyage of the sleek, swift airship Jerle Shannara. The company chosen by Walker must fly into the face of unknown terrors while the Ilse Witch and her dark allies follow, waiting to strike…",4.26,"The Voyage of the Jerle Shannara Trilogy",,,,,,
"190","Author","Terry Brooks","WROTE","11094","Book",2003,"9781841492667","RUNNING WITH THE DEMON: One Fourth of July weekend, two men come to Hopewell, Illinois. One is a demon, a dark servant of the Void, who will feed off the anger and frustration of the community to achieve a terrible goal. Whilst families picnic and fireworks explode only John Ross, a Knight of the Word, can change the fate of humanity and save the soul of fourteen-year-old Nest Freemark. A KNIGHT OF THE WORD: The years spent saving mankind from the horrors of the Void have taken their toll on John Ross. He's lost his spirit, his belief, and now, it seems his magic. When Nest is once again drawn into the mythic world of the Word and the Void she must warn John to take up his staff of magic once again, or the battle may be lost forever. ANGEL FIRE EAST: For twenty five years, Ross has single-handedly battled against the legion of demons of the Void. But now he learns of a gypsy morph, whose power and wild magics will be an invaluable weapon against the Void - but the Void knows this too and will not rest until the creature has been corrupted - or destroyed.",4.31,"The Word and the Void",,,,,,
"190","Author","Terry Brooks","WROTE","11096","Book",2004,"9781841492872","THE SWORD OF SHANNARA: Long ago, the world of Shea Ohmsford was torn apart by war. But the half-human, half-elfin, Shea now lives in peace - until the forbidding figure of Allanon appears, to reveal that the long dead Warlock Lord lives again ... THE ELFSTONES OF SHANNARA: Ancient evil threatens the Elves and the Races of Man. For the Ellcrys, the tree of long-lost Elven magic, is dying - loosing the spell of Forbidding that locks the hordes of Demons away from Earth. Only one source has the power to stop it: the Elfstones of Shannara. THE WISHSONG OF SHANNARA: Evil stalks the Four Lands as the Ildatch, immemorial book of evil spells, has stirred to eldritch life. Once again Allanon, ancient Druid Protector of the Races, must seek the help of a descendant of Jerle Shannara.",3.94,"The Sword of Shannara Trilogy",,,,,,
"190","Author","Terry Brooks","WROTE","11097","Book",2005,"9781841493558","THE SCIONS OF SHANNARA - A dire message from the Druid Allanon sends Par and his brother on an impossible task: to recover the long-lost Sword of Shannara - or the Four Lands will be destroyed. THE DRUID OF SHANNARA - Evil forces remain in control of the Four Lands. To restore Druid Allanon's keep, Walker Boh journeys to find the black Elfstone. He must venture into perilous lands with a strange band of fellow travellers - one of whom is hatching his own sinister plot. THE ELF QUEEN OF SHANNARA - Ordered by the Druid Allanon to find the Elves and return them to the world of Men, Wren is taken to an island where they might still exist. Even if by some miracle she locates the Elves, will they follow her? THE TALISMANS OF SHANNARA - The Shadowen still swarm over the Four Lands, poisoning everything with their dark magic. Their leader is determined to destroy all the Scions of Shannara. The charges are doomed to failure - unless Par can unlock the Sword of Shannara's power.",4.28,"The Heritage of Shannara",,,,,,
"190","Author","Terry Brooks","WROTE","11232","Book",1982,"9781857231106","An ancient evil threatens the Elves and the Races of Man. The Ellcrys, the tree of long-lost Elven magic, is dying, unravelling the spell of Forbidding that locks the hordes of Demons away from the world. Already the fearsome Reaper is free. Only by quickening a new seed in the mysterious Bloodfire can the Ellcrys be reborn and the Forbidding made whole. Amberle, a young Elven girl, is chosen to undertake the quest for the Bloodfire. The way is perilous, though. Other demons besides the Reaper stalk the land. Amberle will need a protector if she is to prevail, and Wil Ohmsford, heir to the elven magics of Shannara, is chosen to accompany her. Amberle's quest and the fate of the Four Lands will rest on Wil's ability to unlock the magic of the mysterious Elfstones of Shannara. THE ELFSTONES OF SHANNARA is the second volume of the classic series that has become one of the best loved fantasy tales of all time.",3.97,"The Elfstones of Shannara",,,,,,
"190","Author","Terry Brooks","WROTE","11236","Book",1987,"9781857232561","Landover was a genuine magic kingdom, complete with fairy folk and wizardry, just as the advertisement had promised. But after he purchased it for a million dollars, Ben Holiday discovered that there were a few details the ad had failed to mention. Such as the fact that the kingdom was falling into ruin. The barons refused to recognize a king and taxes hadn't been collected for years. The dragon, Strabo, was laying waste to the countryside, while the evil witch, Nightshade, was plotting to destroy no less than everything. And if that weren't enough for a prospective king to deal with, Ben soon learned that the Iron Mark, terrible lord of the demons, challenged all pretenders to the throne of Landover to a duel to the death - a duel no mere mortal could hope to win. But Ben Holiday had one human trait that even magic couldn't overcome. Ben Holiday was stubborn...",3.88,"Magic Kingdom for Sale",,,,,,
"190","Author","Terry Brooks","WROTE","11242","Book",1999,"9781857239706","As a Knight of the Word, John Ross has struggled against the tireless dark forces of the Void for twenty-five years. Ross is driven by dreams that show the world reduced to blood and ashes by the Void and its minions. But for all his power, John Ross is only one man, while the demons he battles are legion. Then Ross learns of the birth of a gypsy morph, a rare and dangerous creature formed of wild magics. If he can discover its secret, the morph will be an invaluable weapon against the Void. But the Void also knows the value of the morph, and will not rest until the creature has been corrupted - or destroyed. Desperate, Ross turns to Nest Freemark, a young woman with magical abilities of her own. And there they prepare to face an ancient evil beyond anything they have ever encountered. Look out for more information on this book and others on the Orbit website at www.orbitbooks.co.uk",4.1,"Angel Fire East",,,,,,
"193","Author","George Lucas","WROTE","189","Book",2000,"9780099409960","A long time ago in a galaxy far, far away, an evil legacy long believed dead is stirring. Now the dark side of the Force threatens to overwhelm the light, and only an ancient Jedi prophecy stands between hope and doom for the entire galaxy. On the green, unspoiled world of Naboo, Jedi Master Qui-Gon Jinn and his apprentice, Obi-Wan Kenobi, arrive to protect the realm's young queen as she seeks a diplomatic solution to end the siege of her planet by Trade Federation warships. At the same time, on desert-swept Tatooine, a slave boy named Anakin Skywalker, who possesses a strange ability for understanding the 'rightness' of things, toils by day and dreams by night--of becoming a Jedi Knight and finding a way to win freedom for himself and his beloved mother. It will be the unexpected meeting of Jedi, Queen, and a gifted boy that will mark the start of a drama that will become legend.",3.56,"The Phantom Menace",,,,,,
"193","Author","George Lucas","WROTE","2529","Book",1999,"9780345431103","The complete screenplay for the latest 'Star Wars' motion picture, which tells the story of Darth Vader's youth, includes reproductions of storyboards from the director's studio",3.92,"Star Wars, Episode I",,,,,,
"195","Author","Matthew Woodring Stover","WROTE","192","Book",2002,"9780099410355","From the depths of catastrophe, a glimmer of hope. After the capture of Coruscant, the mighty heart of the New Republic, a stunned galaxy fears that nothing can stop the Yuuzhan Vong. Still, that crushing defeat produces one small miracle: Jacen Solo is alive. Yet he can scarcely imagine himself in stranger circumstances. The young Jedi Knight is in the care of Vergere, a fascinating creature of mystery and power, her intentions hard to fathom, her cruelties rarely concealed. But this master of inscrutable arts has much to teach the young Jedi...for she holds the key to a new way to experience the Force, to take it to another level - dangerous, dazzling, perhaps deadly. In the wrong hands, the tremendous energies of the Froce can be devastating. And there are others watching Jacen's progress closely, waiting patiently for the moment when he will be ready for their own dire purposes. Now, all is in shadows. Yet whatever happens, whether Jacen's newfound mastery unleashes light or darkness, he will never be the same Jedi again...",4,"Traitor",,,,,,
"197","Author","Troy Denning","WROTE","194","Book",2002,"9780099410386","A must-read for every fan of Star Wars fiction and the New Jedi Order series in particular! It is a dark time for the New Republic. The Yuuzhan Vong, despite some recent losses, continue to advance into the Core, and continue their relentless hunt for the Jedi. Now, in a desperate act of courage, Anakin Solo leads a Jedi strike force into the heart of Yuuzhan Vong territory, where he hopes to destroy a major Vong anti-Jedi weapon. There, with his brother and sister at his side, he will come face to face with his destiny--as the New Republic, still fighting the good fight, will come face to face with theirs...",3.95,"Star by Star",,,,,,
"197","Author","Troy Denning","WROTE","2612","Book",2006,"9780345463050","With a war between the Killiks and Chiss threatening to engulf the entire galaxy, Luke Skywalker makes a desperate attempt to prevent war by venturing deep into hostile territory to undermine the war-making capabilities of all the combatants.",3.49,"The Swarm War",,,,,,
"197","Author","Troy Denning","WROTE","2642","Book",2006,"9780345477521","Angering their families and the Jedi by joining the Corellian rebels, Han and Leia Solo soon discover a plot to kill the pro-Alliance Hapan queen and her daughter and try to stop it, but it leads to a battle with their son Jacen.",3.82,"Tempest",,,,,,
"199","Author","Salman Rushdie","WROTE","196","Book",2002,"9780099421863","From one of the world's truly great writers, Fury is a wickedly brilliant and pitch-black comedy about a middle-aged professor who finds himself in New York City in the summer of 2000. Not since the Bombay of Midnight's Children have a time and place been so intensely and accurately captured in a novel. Fury opens on a New York living at breakneck speed in an age of unprecedented decadence. Malik Solanka, historian of ideas and dollmaker extraordinaire, steps out of his life one day, abandons his family without a word of explanation, and flees to New York. There is a fury within him, and he fears that he has become dangerous to those he loves. He arrives in New York at a time of unprecedented plenty, in the highest hour of America's wealth and power, seeking to 'erase' himself. But fury is all around him. Cab drivers spout invective. A serial killer is murdering women with a lump of concrete. The petty spats and bone-deep resentments of the metropolis engulf him. Meanwhile, his own thoughts, emotions and desires are also running wild. A young woman in a D'Angelo baseball cap is in store. Also another woman, with whom he will fall in love and drawn towards a different fury, whose roots lie of the far side of the world.",3.29,"Fury",,,,,,
"199","Author","Salman Rushdie","WROTE","323","Book",1995,"9780099578512","'Born at the stroke of midnight, at the precise moment of India's independence, Saleem Sinai is destined from birth to be special. For he is one of 1,001 children born in the midnight hour, children who all have special gifts, children with whom Saleem is telepathically linked. But there has been a terrible mix up at birth, and Saleem s life takes some unexpected twists and turns. As he grows up amidst a whirlwind of triumphs and disasters, Saleem must learn the ominous consequences of his gift, for the course of his life is inseparably linked to that of his motherland, and his every act is mirrored and magnified in the events that shape the newborn nation of India. It is a great gift, and a terrible burden.'",3.99,"Midnight's Children",,,,,,
"199","Author","Salman Rushdie","WROTE","1957","Book",2000,"9780312270827","The explosion of a jetliner over India triggers an Apocalyptic battle that sweeps across the subcontinent. Reprint.",3.71,"The Satanic Verses",,,,,,
"199","Author","Salman Rushdie","WROTE","5706","Book",1999,"9780670886586","It all begins with a letter. Fall in love with Penguin Drop Caps, a new series of twenty-six collectible and hardcover editions, each with a type cover showcasing a gorgeously illustrated letter of the alphabet. In a design collaboration between Jessica Hische and Penguin Art Director Paul Buckley, the series features unique cover art by Hische, a superstar in the world of type design and illustration, whose work has appeared everywhere from Tiffany & Co. to Wes Anderson's recent film Moonrise Kingdom to Penguin's own bestsellers Committed and Rules of Civility. With exclusive designs that have never before appeared on Hische's hugely popular Daily Drop Cap blog, the Penguin Drop Caps series debuted with an 'A' for Jane Austen's Pride and Prejudice, a 'B' for Charlotte Bronte's Jane Eyre, and a 'C' for Willa Cather's My Antonia. It continues with more perennial classics, perfect to give as elegant gifts or to showcase on your own shelves. R is for Rushdie. Set in an exotic Eastern landscape peopled by magicians and fantastic talking animals, Salman Rushdie's classic children's novel Haroun and the Sea of Stories inhabits the same imaginative space as Gulliver's Travels, Alice in Wonderland, and The Wizard of Oz. Haroun, a 12-year-old boy sets out on an adventure to restore the poisoned source of the sea of stories. On the way, he encounters many foes, all intent on draining the sea of all its storytelling powers.",4.01,"Haroun and the Sea of Stories",,,,,,
"199","Author","Salman Rushdie","WROTE","6079","Book",2006,"9780679783480","In 1991, Ambassador Maximilian Ophuls--ex-ambassador to India, and America's counterterrorism chief--is murdered on the Los Angeles doorstep of his illegitimate daughter's home by his Kashmiri Muslim driver, who calls himself Shalimar the Clown.",3.87,"Shalimar the Clown",,,,,,
"202","Author","Joseph O'Connor","WROTE","198","Book",2002,"9780099422341","In aid of Amnesty International, this is a brilliant 'serial' novel by fifteen of the very brightest talents in Irish writing. It begins with Roddy Doyle and ends with Frank McCourt. In between thirteen other Irish writers spin an increasingly elaborate tale ofmurder, mayhem and literary shenanigans in present-day Dublin.",3.39,"Yeats is Dead!",,,,,,
"209","Author","Richard Bach","WROTE","206","Book",2001,"9780099427865","In the cloud-washed airspace between the cornfields of Illinois and blue infinity, a man puts his faith in the propeller of his biplane. For disillusioned writer and itinerant barnstormer Richard Bach, belief is as real as a full tank of gas and sparks firing in the cylinders ... until he meets Donald Shimoda - former mechanic and self-described messiah who can make wrenches fly and Richard's imagination soar... In Illusions,the unforgettable follow-up to his phenomenal New York Times bestseller Jonathan Livingston Seagull,Richard Bach takes to the air to discover the ageless truths that give our souls wings- that people don't need airplanes to soar ... that even the darkest clouds have meaning once we lift ourselves above them ... and that messiahs can be found in the unlikeliest places - like hay fields, one-traffic-light midwestern towns, and most of all, deep within ourselves.",4.15,"Illusions",,,,,,
"209","Author","Richard Bach","WROTE","2304","Book",1989,"9780330304214","These stories, inspired by Bach's lifelong passion for flight, filled with memories of friends from the past and friends not yet met, are woven together with warmth, honesty and courage. With signs and signals, coincidences and tangents turning up at every juncture, Bach shows how truly complex and beautiful life can be, and also how its troubles can in fact knock us onto better paths or teach us lessons we benefit from in other situations. Drawing on the allegorical power of flight, each a mini-parable, these stories will inspire you with their simple experiences made technicolour by the prism of Bach's extraordinary imagination. Celebrating Richard Bach's unique vision, these transcend their pages to touch the real drama of life with magic that reaches out to us all across its limitless horizons.",3.79,"A Gift of Wings",,,,,,
"209","Author","Richard Bach","WROTE","3216","Book",1995,"9780385315289","Fifty years after promising--and forgetting--to come back through time and teach himself what he has learned about life, Richard meets nine-year-old Dickie Bach, who reminds him of the promise",3.79,"Running from Safety",,,,,,
"209","Author","Richard Bach","WROTE","3219","Book",1998,"9780385319270","Inspired by correspondence between Bach and a child concerning a special occasion, this meditation expresses, in Bach's typically soaring fantasy, the thoughts and beliefs by which he lives",3.93,"There's No Such Place as Far Away",,,,,,
"211","Author","Ha Jin","WROTE","208","Book",2002,"9780099428169","Ha Jin has been compared to the late Issac Babel for his spare evocation of ordinary lives caught up in the flux of vast social movements. Winner of the Hemingway/PEN Award for first fiction for his story collection Under the Red Flag, Ha Jin is a writer of stark power, simple beauty and poignant irony. His themes of personal honour in the face of political rectitude are carried forward here in his first novel, In the Pond, a close, unsentimental depiction of life in a small factory town; the manoeuvring, posturing, petty jealousies and injustices of an ordinary man who tangles with the party bosses.",3.71,"In the Pond",,,,,,
"211","Author","Ha Jin","WROTE","2997","Book",2001,"9780375724930","A new collection of twelve short stories captures the daily lives and experiences of Chinese women and men who struggle to deal with the influx of Western influence into a society that attempts to control their every thought and move. By the author of Waiting. Reprint. 60,000 first printing.",3.76,"The bridegroom",,,,,,
"211","Author","Ha Jin","WROTE","8788","Book",2003,"9781400032143","Een professor krijgt een beroerte, waarna zijn student en aanstaande schoonzoon plichtsgetrouw de verzorging op zich neemt.",3.49,"The Crazed",,,,,,
"213","Author","Umberto Eco","WROTE","210","Book",2001,"9780099428633","This witty and irreverent collection of essays presents Eco's playful but unfailingly accurate takes on everything from militarism, computer jargon, Westerns, librarians and bureaucrats to meals on airplanes, Amtrak trains, bad coffee, express mail, fax machines and pornography. 'An uncanny combination of the profound and the profane'.--San Francisco Chronicle.",3.85,"How to Travel with a Salmon and Other Essays",,,,,,
"213","Author","Umberto Eco","WROTE","1235","Book",2003,"9780156029063","Born a simple peasant in northern Italy, Baudolino narrates the story of his life, from his adoption by Emperor Frederick Barbarossa and his education in Paris to his arrival in Constantinople during the turmoil of the Fourth Crusade.",3.74,"Baudolino",,,,,,
"213","Author","Umberto Eco","WROTE","1258","Book",2005,"9780156032391","A collection of essays and addresses includes the author's musings on Ptolemy, his reflections on the experimental writings of Borges and Joyce, and confessions about his own ambitions and anxieties. By the author of The Name of the Rose. Reprint.",3.95,"On Literature",,,,,,
"213","Author","Umberto Eco","WROTE","1261","Book",2007,"9780156032971","Three editors, inspired by an extraordinary fable about a mystic source of power greater than atomic energy, begin feeding esoteric bits of knowledge into a sophisticated computer, creating an incredible game that begins taking over. Reprint.",3.9,"Foucault's Pendulum",,,,,,
"213","Author","Umberto Eco","WROTE","1303","Book",1990,"9780156913218","Essays discuss the Middle Ages, language, culture, the media, sports, fashion, photography, films, and philosophy",3.89,"Travels in Hyper Reality",,,,,,
"213","Author","Umberto Eco","WROTE","1640","Book",1979,"9780253202178","'... the greatest contribution to [semiotics] since the pioneering work of C. S. Peirce and Charles Morris.' —Journal of Aesthetics and Art Criticism '... draws on philosophy, linguistics, sociology, anthropology and aesthetics and refers to a wide range of scholarship... raises many fascinating questions.' —Language in Society '... a major contribution to the field of semiotic studies.' —Robert Scholes, Journal of Aesthetics and Art Criticism '... the most significant text on the subject published in the English language that I know of.' —Arthur Asa Berger, Journal of Communication Eco's treatment demonstrates his mastery of the field of semiotics. It focuses on the twin problems of the doctrine of signs—communication and signification—and offers a highly original theory of sign production, including a carefully wrought typology of signs and modes of production.",4.01,"A Theory of Semiotics",,,,,,
"213","Author","Umberto Eco","WROTE","1641","Book",1984,"9780253203182","'... not merely interesting and novel, but also exceedingly provocative and heuristically fertile.' —The Review of Metaphysics '... essential reading for anyone interesting in... the new reader-centered forms of criticism.' —Library Journal In this erudite and imaginative book, Umberto Eco sets forth a dialectic between 'open' and 'closed' texts.",3.94,"The Role of the Reader",,,,,,
"213","Author","Umberto Eco","WROTE","1741","Book",2002,"9780300093049","In this authoritative, lively book, the celebrated Italian novelist and philosopher Umberto Eco presents a learned summary of medieval aesthetic ideas. Juxtaposing theology and science, poetry and mysticism, Eco explores the relationship that existed between the aesthetic theories and the artistic experience and practice of medieval culture. '[A] delightful study. . . . [Eco's] remarkably lucid and readable essay is full of contemporary relevance and informed by the energies of a man in love with his subject.'--Robert Taylor, Boston Globe 'The book lays out so many exciting ideas and interesting facts that readers will find it gripping.'--Washington Post Book World 'A lively introduction to the subject.'--Michael Camille, The Burlington Magazine 'If you want to become acquainted with medieval aesthetics, you will not find a more scrupulously researched, better written (or better translated), intelligent and illuminating introduction than Eco's short volume.'--D. C. Barrett, Art Monthly",3.98,"Art and Beauty in the Middle Ages",,,,,,
"213","Author","Umberto Eco","WROTE","1807","Book",2006,"9780307264893","In 1327, finding his sensitive mission at an Italian abbey further complicated by seven bizarre deaths, Brother William of Baskerville turns detective, penetrating the cunning labyrinth of the abbey and deciphering coded manuscripts for clues.",4.12,"The Name of the Rose",,,,,,
"213","Author","Umberto Eco","WROTE","2316","Book",1994,"9780330334686","In an upside-down Lolita, Umberto Umberto pursues a granny with ‘whitely lascivious locks’. Professor Anouk Ooma of Prince Joseph’s Land University addresses his colleagues on recent archaeological findings that shed light on the poetry of Italy before the Explosion. Columbus’s landing in the New World is covered by television reporters, commentators and guest experts. We are permitted to see in-house publisher’s readers’ reports, most of them unfavourable, on such submissions as The Odyssey, Don Quixote, Kant’s Critique of Pure Reason, and the Five Books of Moses; and we hear a diatribe, in ancient Greece, against the vulgarity of such upstarts as Herodotus, Thucydides and Plato. ‘For sheer exuberant good humour, nothing could surpass Misreadings, a collection of parodies and squibs that began appearing in the 1950s and 1960s, but whose panache has not faded one bit’ Marina Warner, Books of the Year, Independent on Sunday ‘Made up of vintage, good-humoured games – parodies of think-pieces, spoof essays and carnival pranks’ Lorna Sage, Books of the Year, Observer",3.86,"Misreadings",,,,,,
"213","Author","Umberto Eco","WROTE","6938","Book",2004,"9780753817988","Based on a series of lectures on translation, these essays are discussions on the difficulties of translating faithfully. Using examples from classic literary texts including his own novels, Eco examines the rights and wrongs, the misunderstandings and the 'negotiations' needed in order to translate.",3.83,"Mouse Or Rat?",,,,,,
"216","Author","Franz Kafka","WROTE","212","Book",2001,"9780099428640","Written in 1914, The Trial is the terrifying tale of Josef K., a respectable bank officer who is suddenly arrested and must defend himself against a charge about which he can get no information. Kafka’s nightmare has resonated with chilling truth for generations of readers.",3.98,"The Trial",,,,,,
"216","Author","Franz Kafka","WROTE","574","Book",2000,"9780140283365","Startling and bizarre, Kafka's masterpiece tells the story of a young man who becomes an object of disgrace to his family, an outsider in his own home, and a quintessentially alienated man. Part of Penguin's Great Books of the 20th Century series.",3.8,"The Metamorphosis and Other Stories",,,,,,
"216","Author","Franz Kafka","WROTE","6105","Book",2000,"9780684800707","Translated by PEN translation award-winner Joachim Neugroschel, The Metamorphosis, In the Penal Colony, and Other Stories has garnered critical acclaim and is widely recognized as the preeminent English-language anthology of Kafka's stories. These translations illuminate one of this century's most controversial writers and have made Kafka's work accessible to a whole new generation. This classic collection of forty-one great short works -- including such timeless pieces of modern fiction as 'The Judgment' and 'The Stoker' -- now includes two new stories, 'First Sorrow' and 'The Hunger Artist.'",4.04,"The Metamorphosis, in the Penal Colony and Other Stories",,,,,,
"216","Author","Franz Kafka","WROTE","7675","Book",1965,"9780805204247",,4.23,"The diaries of Franz Kafka",,,,,,
"216","Author","Franz Kafka","WROTE","7676","Book",1988,"9780805209068","Journal entries share Kafka's thoughts and observations during the ten years before his death",4.23,"The diaries",,,,,,
"216","Author","Franz Kafka","WROTE","7679","Book",1995,"9780805210552","Collects the entire body of Kafka's short stories and parables, reflecting his concern for modern man's search for identity, place, and purpose",4.35,"The Complete Stories",,,,,,
"216","Author","Franz Kafka","WROTE","7685","Book",2006,"9780805212075","The essential philosophical writings of one of the twentieth century’s most influential writers are now gathered into a single volume with an introduction and afterword by the celebrated writer and publisher Roberto Calasso. Illness set him free to write a series of philosophical fragments: some narratives, some single images, some parables. These “aphorisms” appeared, sometimes with a few words changed, in other writings–some of them as posthumous fragments published only after Kafka’s death in 1924. While working onK., his major book on Kafka, in the Bodleian Library, Roberto Calasso realized that the Zürau aphorisms, each written on a separate slip of very thin paper, numbered but unbound, represented something unique in Kafka’s opus–a work whose form he had created simultaneously with its content. The notebooks, freshly translated and laid out as Kafka had intended, are a distillation of Kafka at his most powerful and enigmatic. This lost jewel provides the reader with a fresh perspective on the collective work of a genius.",3.76,"The Zürau Aphorisms of Franz Kafka",,,,,,
"218","Author","Alice Hoffman","WROTE","215","Book",2002,"9780099429166","'The story of a divorced woman, her disillusioned teenage son, and the events that change their lives in ways both simple and extraordinary. When Keith Rosen runs away from his Florida home - inexplicably taking along a motherless baby - his mother is perplexed and terrified. She takes off on her own journey to find him.'--Back cover.",3.82,"Turtle Moon",,,,,,
"218","Author","Alice Hoffman","WROTE","2594","Book",2004,"9780345455918","Struggling to cope with her unwanted ability to see the future, Stella must confront her legacy when her father is jailed, wrongly accused of homicide, and Stella joins forces with her grandmother and mother to uncover the truth.",3.83,"The Probable Future",,,,,,
